match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
71,2026-05-26,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",6,7,1,0,85.71,not out,11
