match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
71,2026-05-26,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2.0,0,31,0,15.5,3,1,2
