match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
72,2026-05-27,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",5,7,1,0,71.43,not out,11
