match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
72,2026-05-27,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",35,21,2,2,166.67,c N Burger b RA Jadeja,7
